"PrimaryID","ENSEMBL","SYMBOL","ENTREZID","REFSEQ","GENENAME"
"ENSG00000135862","ENSG00000135862","LAMC1","3915","NM_002293","laminin subunit gamma 1"
"ENSG00000135870","ENSG00000135870","RC3H1","149041","NM_001300850","ring finger and CCCH-type domains 1"
"ENSG00000135898","ENSG00000135898","GPR55","9290","NM_005683","G protein-coupled receptor 55"
"ENSG00000135899","ENSG00000135899","SP110","3431","NM_001185015","SP110 nuclear body protein"
"ENSG00000135900","ENSG00000135900","MRPL44","65080","NM_022915","mitochondrial ribosomal protein L44"
"ENSG00000135903","ENSG00000135903","PAX3","5077","NM_000438","paired box 3"
"ENSG00000135905","ENSG00000135905","DOCK10","55619","NM_001290263","dedicator of cytokinesis 10"
"ENSG00000135912","ENSG00000135912","TTLL4","9654","NM_014640","tubulin tyrosine ligase like 4"
"ENSG00000135913","ENSG00000135913","USP37","57695","NM_020935","ubiquitin specific peptidase 37"
"ENSG00000135914","ENSG00000135914","HTR2B","3357","NM_000867","5-hydroxytryptamine receptor 2B"
"ENSG00000135916","ENSG00000135916","ITM2C","81618","NM_001012514","integral membrane protein 2C"
"ENSG00000135919","ENSG00000135919","SERPINE2","5270","NM_001136528","serpin family E member 2"
"ENSG00000135924","ENSG00000135924","DNAJB2","3300","NM_001039550","DnaJ heat shock protein family (Hsp40) member B2"
"ENSG00000135925","ENSG00000135925","WNT10A","80326","NM_025216","Wnt family member 10A"
"ENSG00000135926","ENSG00000135926","TMBIM1","64114","NM_001321427","transmembrane BAX inhibitor motif containing 1"
"ENSG00000135929","ENSG00000135929","CYP27A1","1593","NM_000784","cytochrome P450 family 27 subfamily A member 1"
"ENSG00000135930","ENSG00000135930","EIF4E2","9470","NM_001276336","eukaryotic translation initiation factor 4E family member 2"
"ENSG00000135931","ENSG00000135931","ARMC9","80210","NM_001271466","armadillo repeat containing 9"
"ENSG00000135932","ENSG00000135932","CAB39","51719","NM_001130849","calcium binding protein 39"
"ENSG00000135940","ENSG00000135940","COX5B","1329","NM_001862","cytochrome c oxidase subunit 5B"
"ENSG00000135945","ENSG00000135945","REV1","51455","NM_001037872","REV1 DNA directed polymerase"
"ENSG00000135951","ENSG00000135951","TSGA10","80705","NM_001349012","testis specific 10"
"ENSG00000135953","ENSG00000135953","MFSD9","84804","NM_001322080","major facilitator superfamily domain containing 9"
"ENSG00000135956","ENSG00000135956","TMEM127","55654","NM_001193304","transmembrane protein 127"
"ENSG00000135960","ENSG00000135960","EDAR","10913","NM_022336","ectodysplasin A receptor"
"ENSG00000135966","ENSG00000135966","TGFBRAP1","9392","NM_001142621","transforming growth factor beta receptor associated protein 1"
"ENSG00000135968","ENSG00000135968","GCC2","9648","NM_181453","GRIP and coiled-coil domain containing 2"
"ENSG00000135972","ENSG00000135972","MRPS9","64965","NM_182640","mitochondrial ribosomal protein S9"
"ENSG00000135974","ENSG00000135974","C2orf49","79074","NM_001286537","chromosome 2 open reading frame 49"
"ENSG00000135976","ENSG00000135976","ANKRD36","375248","NM_001164315","ankyrin repeat domain 36"
"ENSG00000135999","ENSG00000135999","EPC2","26122","NM_015630","enhancer of polycomb homolog 2"
"ENSG00000136002","ENSG00000136002","ARHGEF4","50649","NM_001367493","Rho guanine nucleotide exchange factor 4"
"ENSG00000136003","ENSG00000136003","ISCU","23479","NM_001301140","iron-sulfur cluster assembly enzyme"
"ENSG00000136010","ENSG00000136010","ALDH1L2","160428","NM_001034173","aldehyde dehydrogenase 1 family member L2"
"ENSG00000136011","ENSG00000136011","STAB2","55576","NM_017564","stabilin 2"
"ENSG00000136014","ENSG00000136014","USP44","84101","NM_001042403","ubiquitin specific peptidase 44"
"ENSG00000136021","ENSG00000136021","SCYL2","55681","NM_001317784","SCY1 like pseudokinase 2"
"ENSG00000136026","ENSG00000136026","CKAP4","10970","NM_006825","cytoskeleton associated protein 4"
"ENSG00000136040","ENSG00000136040","PLXNC1","10154","NM_005761","plexin C1"
"ENSG00000136044","ENSG00000136044","APPL2","55198","NM_001251904","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
"ENSG00000136045","ENSG00000136045","PWP1","11137","NM_001317962","PWP1 homolog, endonuclein"
"ENSG00000136048","ENSG00000136048","DRAM1","55332","NM_018370","DNA damage regulated autophagy modulator 1"
"ENSG00000136051","ENSG00000136051","WASHC4","23325","NM_001293640","WASH complex subunit 4"
"ENSG00000136052","ENSG00000136052","SLC41A2","84102","NM_001352169","solute carrier family 41 member 2"
"ENSG00000136059","ENSG00000136059","VILL","50853","NM_001370264","villin like"
"ENSG00000136068","ENSG00000136068","FLNB","2317","NM_001164317","filamin B"
"ENSG00000136098","ENSG00000136098","NEK3","4752","NM_001146099","NIMA related kinase 3"
"ENSG00000136099","ENSG00000136099","PCDH8","5100","NM_002590","protocadherin 8"
"ENSG00000136100","ENSG00000136100","VPS36","51028","NM_001282168","vacuolar protein sorting 36 homolog"
"ENSG00000136104","ENSG00000136104","RNASEH2B","79621","NM_001142279","ribonuclease H2 subunit B"
"ENSG00000136108","ENSG00000136108","CKAP2","26586","NM_001098525","cytoskeleton associated protein 2"
"ENSG00000136111","ENSG00000136111","TBC1D4","9882","NM_001286658","TBC1 domain family member 4"
"ENSG00000136114","ENSG00000136114","THSD1","55901","NM_018676","thrombospondin type 1 domain containing 1"
"ENSG00000136122","ENSG00000136122","BORA","79866","NM_001286746","BORA aurora kinase A activator"
"ENSG00000136141","ENSG00000136141","LRCH1","23143","NM_001164211","leucine rich repeats and calponin homology domain containing 1"
"ENSG00000136143","ENSG00000136143","SUCLA2","8803","NM_003850","succinate-CoA ligase ADP-forming beta subunit"
"ENSG00000136144","ENSG00000136144","RCBTB1","55213","NM_001352500","RCC1 and BTB domain containing protein 1"
"ENSG00000136146","ENSG00000136146","MED4","29079","NM_001270629","mediator complex subunit 4"
"ENSG00000136147","ENSG00000136147","PHF11","51131","NM_001040443","PHD finger protein 11"
"ENSG00000136149","ENSG00000136149",NA,NA,NA,NA
"ENSG00000136152","ENSG00000136152","COG3","83548","NM_001204476","component of oligomeric golgi complex 3"
"ENSG00000136153","ENSG00000136153","LMO7","4008","NM_001306080","LIM domain 7"
"ENSG00000136156","ENSG00000136156","ITM2B","9445","NM_021999","integral membrane protein 2B"
"ENSG00000136158","ENSG00000136158","SPRY2","10253","NM_001318536","sprouty RTK signaling antagonist 2"
"ENSG00000136159","ENSG00000136159","NUDT15","55270","NM_001304745","nudix hydrolase 15"
"ENSG00000136160","ENSG00000136160","EDNRB","1910","NM_000115","endothelin receptor type B"
"ENSG00000136161","ENSG00000136161","RCBTB2","1102","NM_001268","RCC1 and BTB domain containing protein 2"
"ENSG00000136167","ENSG00000136167","LCP1","3936","NM_002298","lymphocyte cytosolic protein 1"
"ENSG00000136169","ENSG00000136169","SETDB2","83852","NM_001160308","SET domain bifurcated histone lysine methyltransferase 2"
"ENSG00000136193","ENSG00000136193","SCRN1","9805","NM_001145513","secernin 1"
"ENSG00000136197","ENSG00000136197","C7orf25","79020","NM_001099858","chromosome 7 open reading frame 25"
"ENSG00000136205","ENSG00000136205","TNS3","64759","NM_022748","tensin 3"
"ENSG00000136206","ENSG00000136206","SPDYE1","285955","NM_175064","speedy/RINGO cell cycle regulator family member E1"
"ENSG00000136213","ENSG00000136213","CHST12","55501","NM_001243794","carbohydrate sulfotransferase 12"
"ENSG00000136231","ENSG00000136231","IGF2BP3","10643","NM_006547","insulin like growth factor 2 mRNA binding protein 3"
"ENSG00000136235","ENSG00000136235","GPNMB","10457","NM_001005340","glycoprotein nmb"
"ENSG00000136237","ENSG00000136237","RAPGEF5","9771","NM_001367600","Rap guanine nucleotide exchange factor 5"
"ENSG00000136238","ENSG00000136238","RAC1","5879","NM_006908","Rac family small GTPase 1"
"ENSG00000136240","ENSG00000136240","KDELR2","11014","NM_001100603","KDEL endoplasmic reticulum protein retention receptor 2"
"ENSG00000136243","ENSG00000136243","NUP42","11097","NM_001370443","nucleoporin 42"
"ENSG00000136244","ENSG00000136244","IL6","3569","NM_000600","interleukin 6"
"ENSG00000136247","ENSG00000136247","ZDHHC4","55146","NM_001134387","zinc finger DHHC-type containing 4"
"ENSG00000136250","ENSG00000136250","AOAH","313","NM_001177506","acyloxyacyl hydrolase"
"ENSG00000136261","ENSG00000136261","BZW2","28969","NM_001159767","basic leucine zipper and W2 domains 2"
"ENSG00000136270","ENSG00000136270","TBRG4","9238","NM_001261834","transforming growth factor beta regulator 4"
"ENSG00000136271","ENSG00000136271","DDX56","54606","NM_001257189","DEAD-box helicase 56"
"ENSG00000136273","ENSG00000136273","HUS1","3364","NM_001363683","HUS1 checkpoint clamp component"
"ENSG00000136274","ENSG00000136274","NACAD","23148","NM_001146334","NAC alpha domain containing"
"ENSG00000136279","ENSG00000136279","DBNL","28988","NM_001014436","drebrin like"
"ENSG00000136280","ENSG00000136280","CCM2","83605","NM_001029835","CCM2 scaffold protein"
"ENSG00000136286","ENSG00000136286","MYO1G","64005","NM_033054","myosin IG"
"ENSG00000136295","ENSG00000136295","TTYH3","80727","NM_025250","tweety family member 3"
"ENSG00000136315","ENSG00000136315",NA,NA,NA,NA
"ENSG00000136319","ENSG00000136319","TTC5","91875","NM_138376","tetratricopeptide repeat domain 5"
"ENSG00000136367","ENSG00000136367","ZFHX2","85446","NM_033400","zinc finger homeobox 2"
"ENSG00000136371","ENSG00000136371","MTHFS","10588","NM_001199758","methenyltetrahydrofolate synthetase"
"ENSG00000136378","ENSG00000136378","ADAMTS7","11173","NM_014272","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000136379","ENSG00000136379","ABHD17C","58489","NM_021214","abhydrolase domain containing 17C"
"ENSG00000136381","ENSG00000136381","IREB2","3658","NM_001320941","iron responsive element binding protein 2"
"ENSG00000136383","ENSG00000136383","ALPK3","57538","NM_020778","alpha kinase 3"
"ENSG00000136404","ENSG00000136404","TM6SF1","53346","NM_001144903","transmembrane 6 superfamily member 1"
"ENSG00000136425","ENSG00000136425","CIB2","10518","NM_001271888","calcium and integrin binding family member 2"
"ENSG00000136436","ENSG00000136436","CALCOCO2","10241","NM_001261390","calcium binding and coiled-coil domain 2"
"ENSG00000136444","ENSG00000136444","RSAD1","55316","NM_018346","radical S-adenosyl methionine domain containing 1"
"ENSG00000136448","ENSG00000136448","NMT1","4836","NM_021079","N-myristoyltransferase 1"
"ENSG00000136449","ENSG00000136449","MYCBPAP","84073","NM_001366294","MYCBP associated protein"
"ENSG00000136450","ENSG00000136450","SRSF1","6426","NM_001078166","serine and arginine rich splicing factor 1"
"ENSG00000136451","ENSG00000136451","VEZF1","7716","NM_001330393","vascular endothelial zinc finger 1"
"ENSG00000136457","ENSG00000136457","CHAD","1101","NM_001267","chondroadherin"
"ENSG00000136463","ENSG00000136463","TACO1","51204","NM_016360","translational activator of cytochrome c oxidase I"
"ENSG00000136478","ENSG00000136478","TEX2","55852","NM_001288732","testis expressed 2"
"ENSG00000136485","ENSG00000136485","DCAF7","10238","NM_001003725","DDB1 and CUL4 associated factor 7"
"ENSG00000136490","ENSG00000136490","LIMD2","80774","NM_030576","LIM domain containing 2"
"ENSG00000136492","ENSG00000136492","BRIP1","83990","NM_032043","BRCA1 interacting protein C-terminal helicase 1"
"ENSG00000136504","ENSG00000136504","KAT7","11143","NM_001199155","lysine acetyltransferase 7"
"ENSG00000136514","ENSG00000136514","RTP4","64108","NM_022147","receptor transporter protein 4"
"ENSG00000136518","ENSG00000136518","ACTL6A","86","NM_004301","actin like 6A"
"ENSG00000136521","ENSG00000136521","NDUFB5","4711","NM_001199957","NADH:ubiquinone oxidoreductase subunit B5"
"ENSG00000136522","ENSG00000136522","MRPL47","57129","NM_020409","mitochondrial ribosomal protein L47"
"ENSG00000136527","ENSG00000136527","TRA2B","6434","NM_001243879","transformer 2 beta homolog"
"ENSG00000136531","ENSG00000136531","SCN2A","6326","NM_001040142","sodium voltage-gated channel alpha subunit 2"
"ENSG00000136536","ENSG00000136536","MARCHF7","64844","NM_001282805","membrane associated ring-CH-type finger 7"
"ENSG00000136541","ENSG00000136541","ERMN","57471","NM_001009959","ermin"
"ENSG00000136542","ENSG00000136542","GALNT5","11227","NM_001329868","polypeptide N-acetylgalactosaminyltransferase 5"
"ENSG00000136560","ENSG00000136560","TANK","10010","NM_001199135","TRAF family member associated NFKB activator"
"ENSG00000136573","ENSG00000136573","BLK","640","NM_001330465","BLK proto-oncogene, Src family tyrosine kinase"
"ENSG00000136603","ENSG00000136603","SKIL","6498","NM_001145097","SKI like proto-oncogene"
"ENSG00000136628","ENSG00000136628","EPRS1","2058","NM_004446","glutamyl-prolyl-tRNA synthetase 1"
"ENSG00000136630","ENSG00000136630","HLX","3142","NM_021958","H2.0 like homeobox"
"ENSG00000136631","ENSG00000136631","VPS45","11311","NM_001279353","vacuolar protein sorting 45 homolog"
"ENSG00000136634","ENSG00000136634","IL10","3586","NM_000572","interleukin 10"
"ENSG00000136636","ENSG00000136636","KCTD3","51133","NM_001319294","potassium channel tetramerization domain containing 3"
"ENSG00000136643","ENSG00000136643","RPS6KC1","26750","NM_001136138","ribosomal protein S6 kinase C1"
"ENSG00000136682","ENSG00000136682","CBWD2","150472","NM_001330336","COBW domain containing 2"
"ENSG00000136689","ENSG00000136689","IL1RN","3557","NM_000577","interleukin 1 receptor antagonist"
"ENSG00000136699","ENSG00000136699","SMPD4","55627","NM_001171083","sphingomyelin phosphodiesterase 4"
"ENSG00000136709","ENSG00000136709","WDR33","55339","NM_001006622","WD repeat domain 33"
"ENSG00000136710","ENSG00000136710","CCDC115","84317","NM_001321118","coiled-coil domain containing 115"
"ENSG00000136715","ENSG00000136715","SAP130","79595","NM_001145928","Sin3A associated protein 130"
"ENSG00000136717","ENSG00000136717","BIN1","274","NM_001320632","bridging integrator 1"
"ENSG00000136718","ENSG00000136718","IMP4","92856","NM_001320304","IMP U3 small nucleolar ribonucleoprotein 4"
"ENSG00000136720","ENSG00000136720","HS6ST1","9394","NM_004807","heparan sulfate 6-O-sulfotransferase 1"
"ENSG00000136731","ENSG00000136731","UGGT1","56886","NM_001025777","UDP-glucose glycoprotein glucosyltransferase 1"
"ENSG00000136732","ENSG00000136732","GYPC","2995","NM_001256584","glycophorin C (Gerbich blood group)"
"ENSG00000136738","ENSG00000136738","STAM","8027","NM_001324282","signal transducing adaptor molecule"
"ENSG00000136754","ENSG00000136754","ABI1","10006","NM_001012750","abl interactor 1"
"ENSG00000136758","ENSG00000136758","YME1L1","10730","NM_001253866","YME1 like 1 ATPase"
"ENSG00000136770","ENSG00000136770","DNAJC1","64215","NM_022365","DnaJ heat shock protein family (Hsp40) member C1"
"ENSG00000136783","ENSG00000136783","NIPSNAP3A","25934","NM_001329570","nipsnap homolog 3A"
"ENSG00000136802","ENSG00000136802","LRRC8A","56262","NM_001127244","leucine rich repeat containing 8 VRAC subunit A"
"ENSG00000136807","ENSG00000136807","CDK9","1025","NM_001261","cyclin dependent kinase 9"
"ENSG00000136810","ENSG00000136810","TXN","7295","NM_001244938","thioredoxin"
"ENSG00000136811","ENSG00000136811","ODF2","4957","NM_001242352","outer dense fiber of sperm tails 2"
"ENSG00000136813","ENSG00000136813","ECPAS","23392","NM_001080398","Ecm29 proteasome adaptor and scaffold"
"ENSG00000136816","ENSG00000136816","TOR1B","27348","NM_001317893","torsin family 1 member B"
"ENSG00000136819","ENSG00000136819","C9orf78","51759","NM_016520","chromosome 9 open reading frame 78"
"ENSG00000136824","ENSG00000136824","SMC2","10592","NM_001042550","structural maintenance of chromosomes 2"
"ENSG00000136826","ENSG00000136826","KLF4","9314","NM_001314052","Kruppel like factor 4"
"ENSG00000136827","ENSG00000136827","TOR1A","1861","NM_000113","torsin family 1 member A"
"ENSG00000136828","ENSG00000136828","RALGPS1","9649","NM_001190728","Ral GEF with PH domain and SH3 binding motif 1"
"ENSG00000136830","ENSG00000136830","NIBAN2","64855","NM_001035534","niban apoptosis regulator 2"
"ENSG00000136840","ENSG00000136840","ST6GALNAC4","27090","NM_014403","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
"ENSG00000136842","ENSG00000136842","TMOD1","7111","NM_001166116","tropomodulin 1"
"ENSG00000136848","ENSG00000136848","DAB2IP","153090","NM_032552","DAB2 interacting protein"
"ENSG00000136854","ENSG00000136854","STXBP1","6812","NM_001032221","syntaxin binding protein 1"
"ENSG00000136856","ENSG00000136856","SLC2A8","29988","NM_001271711","solute carrier family 2 member 8"
"ENSG00000136861","ENSG00000136861","CDK5RAP2","55755","NM_001011649","CDK5 regulatory subunit associated protein 2"
"ENSG00000136866","ENSG00000136866","ZFP37","7539","NM_001282515","ZFP37 zinc finger protein"
"ENSG00000136867","ENSG00000136867","SLC31A2","1318","NM_001860","solute carrier family 31 member 2"
"ENSG00000136868","ENSG00000136868","SLC31A1","1317","NM_001859","solute carrier family 31 member 1"
"ENSG00000136869","ENSG00000136869","TLR4","7099","NM_003266","toll like receptor 4"
"ENSG00000136870","ENSG00000136870","ZNF189","7743","NM_001278231","zinc finger protein 189"
"ENSG00000136872","ENSG00000136872","ALDOB","229","NM_000035","aldolase, fructose-bisphosphate B"
"ENSG00000136874","ENSG00000136874","STX17","55014","NM_017919","syntaxin 17"
"ENSG00000136875","ENSG00000136875","PRPF4","9128","NM_001244926","pre-mRNA processing factor 4"
"ENSG00000136877","ENSG00000136877","FPGS","2356","NM_001018078","folylpolyglutamate synthase"
"ENSG00000136878","ENSG00000136878","USP20","10868","NM_001008563","ubiquitin specific peptidase 20"
"ENSG00000136888","ENSG00000136888","ATP6V1G1","9550","NM_004888","ATPase H+ transporting V1 subunit G1"
"ENSG00000136891","ENSG00000136891","TEX10","54881","NM_001161584","testis expressed 10"
"ENSG00000136895","ENSG00000136895","GARNL3","84253","NM_001286779","GTPase activating Rap/RanGAP domain like 3"
"ENSG00000136897","ENSG00000136897","MRPL50","54534","NM_019051","mitochondrial ribosomal protein L50"
"ENSG00000136908","ENSG00000136908","DPM2","8818","NM_003863","dolichyl-phosphate mannosyltransferase subunit 2, regulatory"
"ENSG00000136925","ENSG00000136925","TSTD2","158427","NM_139246","thiosulfate sulfurtransferase like domain containing 2"
"ENSG00000136929","ENSG00000136929","HEMGN","55363","NM_018437","hemogen"
"ENSG00000136930","ENSG00000136930","PSMB7","5695","NM_002799","proteasome 20S subunit beta 7"
"ENSG00000136931","ENSG00000136931","NR5A1","2516","NM_004959","nuclear receptor subfamily 5 group A member 1"
"ENSG00000136932","ENSG00000136932","TRMO","51531","NM_001330725","tRNA methyltransferase O"
"ENSG00000136933","ENSG00000136933","RABEPK","10244","NM_001174152","Rab9 effector protein with kelch motifs"
"ENSG00000136935","ENSG00000136935","GOLGA1","2800","NM_002077","golgin A1"
"ENSG00000136936","ENSG00000136936","XPA","7507","NM_000380","XPA, DNA damage recognition and repair factor"
"ENSG00000136937","ENSG00000136937","NCBP1","4686","NM_001351504","nuclear cap binding protein subunit 1"
"ENSG00000136938","ENSG00000136938","ANP32B","10541","NM_006401","acidic nuclear phosphoprotein 32 family member B"
"ENSG00000136940","ENSG00000136940","PDCL","5082","NM_005388","phosducin like"
"ENSG00000136942","ENSG00000136942","RPL35","11224","NM_007209","ribosomal protein L35"
"ENSG00000136943","ENSG00000136943","CTSV","1515","NM_001201575","cathepsin V"
"ENSG00000136950","ENSG00000136950","ARPC5L","81873","NM_030978","actin related protein 2/3 complex subunit 5 like"
"ENSG00000136960","ENSG00000136960","ENPP2","5168","NM_001040092","ectonucleotide pyrophosphatase/phosphodiesterase 2"
"ENSG00000136982","ENSG00000136982","DSCC1","79075","NM_024094","DNA replication and sister chromatid cohesion 1"
"ENSG00000136986","ENSG00000136986","DERL1","79139","NM_001134671","derlin 1"
"ENSG00000136997","ENSG00000136997","MYC","4609","NM_001354870","MYC proto-oncogene, bHLH transcription factor"
"ENSG00000136999","ENSG00000136999","CCN3","4856","NM_002514","cellular communication network factor 3"
"ENSG00000137038","ENSG00000137038","DMAC1","90871","NM_001318058","distal membrane arm assembly complex 1"
"ENSG00000137040","ENSG00000137040","RANBP6","26953","NM_001243202","RAN binding protein 6"
"ENSG00000137054","ENSG00000137054","POLR1E","64425","NM_001282766","RNA polymerase I subunit E"
"ENSG00000137055","ENSG00000137055","PLAA","9373","NM_001031689","phospholipase A2 activating protein"
"ENSG00000137070","ENSG00000137070","IL11RA","3590","NM_001142784","interleukin 11 receptor subunit alpha"
"ENSG00000137073","ENSG00000137073","UBAP2","55833","NM_001282529","ubiquitin associated protein 2"
"ENSG00000137074","ENSG00000137074","APTX","54840","NM_001195248","aprataxin"
"ENSG00000137075","ENSG00000137075","RNF38","152006","NM_022781","ring finger protein 38"
"ENSG00000137076","ENSG00000137076","TLN1","7094","NM_006289","talin 1"
"ENSG00000137078","ENSG00000137078","SIT1","27240","NM_014450","signaling threshold regulating transmembrane adaptor 1"
"ENSG00000137094","ENSG00000137094","DNAJB5","25822","NM_001135004","DnaJ heat shock protein family (Hsp40) member B5"
"ENSG00000137098","ENSG00000137098","SPAG8","26206","NM_001039592","sperm associated antigen 8"
"ENSG00000137100","ENSG00000137100","DCTN3","11258","NM_001281425","dynactin subunit 3"
"ENSG00000137101","ENSG00000137101","CD72","971","NM_001782","CD72 molecule"
"ENSG00000137103","ENSG00000137103","TMEM8B","51754","NM_001042589","transmembrane protein 8B"
"ENSG00000137106","ENSG00000137106","GRHPR","9380","NM_012203","glyoxylate and hydroxypyruvate reductase"
"ENSG00000137124","ENSG00000137124","ALDH1B1","219","NM_000692","aldehyde dehydrogenase 1 family member B1"
"ENSG00000137133","ENSG00000137133","HINT2","84681","NM_032593","histidine triad nucleotide binding protein 2"
"ENSG00000137135","ENSG00000137135","ARHGEF39","84904","NM_032818","Rho guanine nucleotide exchange factor 39"
"ENSG00000137145","ENSG00000137145","DENND4C","55667","NM_001330640","DENN domain containing 4C"
"ENSG00000137154","ENSG00000137154","RPS6","6194","NM_001010","ribosomal protein S6"
"ENSG00000137161","ENSG00000137161","CNPY3","10695","NM_001318842","canopy FGF signaling regulator 3"
"ENSG00000137166","ENSG00000137166","FOXP4","116113","NM_001012426","forkhead box P4"
"ENSG00000137168","ENSG00000137168","PPIL1","51645","NM_016059","peptidylprolyl isomerase like 1"
"ENSG00000137171","ENSG00000137171","KLC4","89953","NM_001289034","kinesin light chain 4"
"ENSG00000137177","ENSG00000137177","KIF13A","63971","NM_001105566","kinesin family member 13A"
"ENSG00000137185","ENSG00000137185","ZSCAN9","7746","NM_001199479","zinc finger and SCAN domain containing 9"
"ENSG00000137193","ENSG00000137193","PIM1","5292","NM_001243186","Pim-1 proto-oncogene, serine/threonine kinase"
"ENSG00000137198","ENSG00000137198","GMPR","2766","NM_006877","guanosine monophosphate reductase"
"ENSG00000137200","ENSG00000137200","CMTR1","23070","NM_015050","cap methyltransferase 1"
"ENSG00000137207","ENSG00000137207","YIPF3","25844","NM_015388","Yip1 domain family member 3"
"ENSG00000137210","ENSG00000137210","TMEM14B","81853","NM_001127711","transmembrane protein 14B"
"ENSG00000137216","ENSG00000137216","TMEM63B","55362","NM_001318792","transmembrane protein 63B"
"ENSG00000137218","ENSG00000137218","FRS3","10817","NM_006653","fibroblast growth factor receptor substrate 3"
"ENSG00000137221","ENSG00000137221","TJAP1","93643","NM_001146016","tight junction associated protein 1"
"ENSG00000137225","ENSG00000137225","CAPN11","11131","NM_007058","calpain 11"
"ENSG00000137261","ENSG00000137261","KIAA0319","9856","NM_001168374","KIAA0319"
"ENSG00000137265","ENSG00000137265","IRF4","3662","NM_001195286","interferon regulatory factor 4"
"ENSG00000137266","ENSG00000137266","SLC22A23","63027","NM_001286455","solute carrier family 22 member 23"
"ENSG00000137267","ENSG00000137267","TUBB2A","7280","NM_001069","tubulin beta 2A class IIa"
"ENSG00000137269","ENSG00000137269","LRRC1","55227","NM_018214","leucine rich repeat containing 1"
"ENSG00000137270","ENSG00000137270","GCM1","8521","NM_003643","glial cells missing transcription factor 1"
"ENSG00000137274","ENSG00000137274","BPHL","670","NM_001302777","biphenyl hydrolase like"
"ENSG00000137275","ENSG00000137275","RIPK1","8737","NM_001317061","receptor interacting serine/threonine kinase 1"
"ENSG00000137288","ENSG00000137288","UQCC2","84300","NM_032340","ubiquinol-cytochrome c reductase complex assembly factor 2"
"ENSG00000137309","ENSG00000137309","HMGA1","3159","NM_001319077","high mobility group AT-hook 1"
"ENSG00000137310","ENSG00000137310","TCF19","6941","NM_001077511","transcription factor 19"
"ENSG00000137312","ENSG00000137312","FLOT1","10211","NM_001318875","flotillin 1"
"ENSG00000137331","ENSG00000137331","IER3","8870","NM_003897","immediate early response 3"
"ENSG00000137337","ENSG00000137337","MDC1","9656","NM_014641","mediator of DNA damage checkpoint 1"
"ENSG00000137338","ENSG00000137338","PGBD1","84547","NM_001184743","piggyBac transposable element derived 1"
"ENSG00000137343","ENSG00000137343","ATAT1","79969","NM_001031722","alpha tubulin acetyltransferase 1"
"ENSG00000137364","ENSG00000137364","TPMT","7172","NM_000367","thiopurine S-methyltransferase"
"ENSG00000137393","ENSG00000137393","RNF144B","255488","NM_182757","ring finger protein 144B"
"ENSG00000137404","ENSG00000137404","NRM","11270","NM_001270707","nurim"
"ENSG00000137409","ENSG00000137409","MTCH1","23787","NM_001271641","mitochondrial carrier 1"
"ENSG00000137411","ENSG00000137411","VARS2","57176","NM_001167733","valyl-tRNA synthetase 2, mitochondrial"
"ENSG00000137413","ENSG00000137413","TAF8","129685","NM_138572","TATA-box binding protein associated factor 8"
"ENSG00000137414","ENSG00000137414","FAM8A1","51439","NM_016255","family with sequence similarity 8 member A1"
"ENSG00000137434","ENSG00000137434","C6orf52","347744","NM_001145020","chromosome 6 open reading frame 52"
"ENSG00000137441","ENSG00000137441","FGFBP2","83888","NM_031950","fibroblast growth factor binding protein 2"
"ENSG00000137449","ENSG00000137449","CPEB2","132864","NM_001177381","cytoplasmic polyadenylation element binding protein 2"
"ENSG00000137460","ENSG00000137460","FHDC1","85462","NM_001371116","FH2 domain containing 1"
"ENSG00000137462","ENSG00000137462","TLR2","7097","NM_001318787","toll like receptor 2"
"ENSG00000137463","ENSG00000137463","MGARP","84709","NM_032623","mitochondria localized glutamic acid rich protein"
"ENSG00000137474","ENSG00000137474","MYO7A","4647","NM_000260","myosin VIIA"
"ENSG00000137478","ENSG00000137478","FCHSD2","9873","NM_014824","FCH and double SH3 domains 2"
"ENSG00000137486","ENSG00000137486","ARRB1","408","NM_004041","arrestin beta 1"
"ENSG00000137491","ENSG00000137491","SLCO2B1","11309","NM_001145211","solute carrier organic anion transporter family member 2B1"
"ENSG00000137492","ENSG00000137492","THAP12","5612","NM_004705","THAP domain containing 12"
"ENSG00000137494","ENSG00000137494","ANKRD42","338699","NM_001300972","ankyrin repeat domain 42"
"ENSG00000137496","ENSG00000137496","IL18BP","10068","NM_001039659","interleukin 18 binding protein"
"ENSG00000137497","ENSG00000137497","NUMA1","4926","NM_001286561","nuclear mitotic apparatus protein 1"
"ENSG00000137500","ENSG00000137500","CCDC90B","60492","NM_001286116","coiled-coil domain containing 90B"
"ENSG00000137501","ENSG00000137501","SYTL2","54843","NM_001162951","synaptotagmin like 2"
"ENSG00000137502","ENSG00000137502","RAB30","27314","NM_001286059","RAB30, member RAS oncogene family"
"ENSG00000137504","ENSG00000137504","CREBZF","58487","NM_001039618","CREB/ATF bZIP transcription factor"
"ENSG00000137507","ENSG00000137507","LRRC32","2615","NM_001128922","leucine rich repeat containing 32"
"ENSG00000137509","ENSG00000137509","PRCP","5547","NM_001319214","prolylcarboxypeptidase"
"ENSG00000137513","ENSG00000137513","NARS2","79731","NM_001243251","asparaginyl-tRNA synthetase 2, mitochondrial"
